,name,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted
359,Arkansas State,-3.18,-0.52,64.1,100.0,0.482,2012,-16.77,-8.34,66.3,91.7,0.455,13.59,7.82,-2.200000000000003,8.299999999999997,0.02699999999999997
360,Arkansas,5.76,3.63,70.2,102.4,0.49,2012,-11.26,-7.16,69.4,96.1,0.496,17.02,10.79,0.7999999999999972,6.300000000000011,-0.006000000000000005
361,Army,-11.26,-7.16,69.4,96.1,0.496,2012,5.76,3.63,70.2,102.4,0.49,-17.02,-10.79,-0.7999999999999972,-6.300000000000011,0.006000000000000005
362,Auburn,2.52,3.84,65.0,95.2,0.464,2012,-4.86,-0.66,68.2,100.7,0.484,7.380000000000001,4.5,-3.200000000000003,-5.5,-0.019999999999999962
363,Austin Peay,-4.86,-0.66,68.2,100.7,0.484,2012,2.52,3.84,65.0,95.2,0.464,-7.380000000000001,-4.5,3.200000000000003,5.5,0.019999999999999962
364,Ball State,-2.93,-4.45,62.5,101.4,0.483,2012,16.54,8.03,67.1,111.0,0.528,-19.47,-12.48,-4.599999999999994,-9.599999999999994,-0.04500000000000004
365,Baylor,16.54,8.03,67.1,111.0,0.528,2012,-2.93,-4.45,62.5,101.4,0.483,19.47,12.48,4.599999999999994,9.599999999999994,0.04500000000000004
366,Belmont,11.81,-1.22,68.7,117.0,0.558,2012,-9.11,-7.05,64.9,99.9,0.48,20.92,5.83,3.799999999999997,17.099999999999994,0.07800000000000007
367,Bethune-Cookman,-9.11,-7.05,64.9,99.9,0.48,2012,11.81,-1.22,68.7,117.0,0.558,-20.92,-5.83,-3.799999999999997,-17.099999999999994,-0.07800000000000007
368,Binghamton,-20.14,-6.24,65.1,86.9,0.439,2012,3.52,3.14,65.2,104.3,0.497,-23.66,-9.38,-0.10000000000000853,-17.39999999999999,-0.057999999999999996
369,Boise State,3.52,3.14,65.2,104.3,0.497,2012,-20.14,-6.24,65.1,86.9,0.439,23.66,9.38,0.10000000000000853,17.39999999999999,0.057999999999999996
370,Boston College,-4.54,4.89,64.7,90.3,0.481,2012,-3.74,-4.09,64.4,98.8,0.481,-0.7999999999999998,8.98,0.29999999999999716,-8.5,0.0
371,Boston University,-3.74,-4.09,64.4,98.8,0.481,2012,-4.54,4.89,64.7,90.3,0.481,0.7999999999999998,-8.98,-0.29999999999999716,8.5,0.0
372,Bowling Green State,1.23,0.07,64.8,102.1,0.502,2012,-5.79,3.62,67.3,90.7,0.444,7.02,-3.5500000000000003,-2.5,11.399999999999991,0.057999999999999996
373,Bradley,-5.79,3.62,67.3,90.7,0.444,2012,1.23,0.07,64.8,102.1,0.502,-7.02,3.5500000000000003,2.5,-11.399999999999991,-0.057999999999999996
374,Brigham Young,11.25,1.55,73.0,106.7,0.521,2012,-12.52,-3.62,65.4,94.1,0.473,23.77,5.17,7.599999999999994,12.600000000000009,0.04800000000000004
375,Brown,-12.52,-3.62,65.4,94.1,0.473,2012,11.25,1.55,73.0,106.7,0.521,-23.77,-5.17,-7.599999999999994,-12.600000000000009,-0.04800000000000004
376,Bryant,-17.9,-4.27,66.3,92.6,0.468,2012,3.57,-3.08,64.0,107.6,0.518,-21.47,-1.1899999999999995,2.299999999999997,-15.0,-0.04999999999999999
377,Bucknell,3.57,-3.08,64.0,107.6,0.518,2012,-17.9,-4.27,66.3,92.6,0.468,21.47,1.1899999999999995,-2.299999999999997,15.0,0.04999999999999999
378,Buffalo,4.15,0.15,68.7,105.8,0.526,2012,2.86,1.14,64.5,97.5,0.454,1.2900000000000005,-0.9899999999999999,4.200000000000003,8.299999999999997,0.07200000000000001
379,Butler,2.86,1.14,64.5,97.5,0.454,2012,4.15,0.15,68.7,105.8,0.526,-1.2900000000000005,0.9899999999999999,-4.200000000000003,-8.299999999999997,-0.07200000000000001
380,Cal Poly,-0.58,-3.78,60.4,107.1,0.492,2012,-7.15,-3.65,66.2,103.0,0.513,6.57,-0.1299999999999999,-5.800000000000004,4.099999999999994,-0.02100000000000002
381,Cal State Bakersfield,-7.15,-3.65,66.2,103.0,0.513,2012,-0.58,-3.78,60.4,107.1,0.492,-6.57,0.1299999999999999,5.800000000000004,-4.099999999999994,0.02100000000000002
382,Cal State Fullerton,-1.18,-5.32,70.3,110.9,0.548,2012,-12.65,-2.61,69.0,98.2,0.434,11.47,-2.7100000000000004,1.2999999999999972,12.700000000000003,0.11400000000000005
383,Cal State Northridge,-12.65,-2.61,69.0,98.2,0.434,2012,-1.18,-5.32,70.3,110.9,0.548,-11.47,2.7100000000000004,-1.2999999999999972,-12.700000000000003,-0.11400000000000005
384,UC-Davis,-15.6,-2.63,66.6,93.2,0.484,2012,-6.07,-1.24,69.9,96.7,0.484,-9.53,-1.39,-3.3000000000000114,-3.5,0.0
385,UC-Irvine,-6.07,-1.24,69.9,96.7,0.484,2012,-15.6,-2.63,66.6,93.2,0.484,9.53,1.39,3.3000000000000114,3.5,0.0
386,UC-Riverside,-8.01,-2.22,63.3,92.0,0.449,2012,4.0,-1.38,64.6,111.2,0.525,-12.01,-0.8400000000000003,-1.2999999999999972,-19.200000000000003,-0.07600000000000001
387,UC-Santa Barbara,4.0,-1.38,64.6,111.2,0.525,2012,-8.01,-2.22,63.3,92.0,0.449,12.01,0.8400000000000003,1.2999999999999972,19.200000000000003,0.07600000000000001
388,University of California,13.79,4.53,66.3,107.3,0.517,2012,-6.06,-4.8,69.6,106.0,0.532,19.849999999999998,9.33,-3.299999999999997,1.2999999999999972,-0.015000000000000013
389,Campbell,-6.06,-4.8,69.6,106.0,0.532,2012,13.79,4.53,66.3,107.3,0.517,-19.849999999999998,-9.33,3.299999999999997,-1.2999999999999972,0.015000000000000013
390,Canisius,-14.73,-4.53,67.6,96.1,0.462,2012,-17.26,-4.83,74.2,94.0,0.457,2.530000000000001,0.2999999999999998,-6.6000000000000085,2.0999999999999943,0.0050000000000000044
391,Central Arkansas,-17.26,-4.83,74.2,94.0,0.457,2012,-14.73,-4.53,67.6,96.1,0.462,-2.530000000000001,-0.2999999999999998,6.6000000000000085,-2.0999999999999943,-0.0050000000000000044
392,Central Connecticut State,-5.36,-5.05,68.9,100.2,0.478,2012,4.33,2.98,64.3,102.1,0.482,-9.690000000000001,-8.03,4.6000000000000085,-1.8999999999999915,-0.0040000000000000036
393,Central Florida,4.33,2.98,64.3,102.1,0.482,2012,-5.36,-5.05,68.9,100.2,0.478,9.690000000000001,8.03,-4.6000000000000085,1.8999999999999915,0.0040000000000000036
394,Central Michigan,-6.74,-1.62,64.4,95.3,0.452,2012,-2.19,-4.33,70.9,108.0,0.517,-4.550000000000001,2.71,-6.5,-12.700000000000003,-0.065
395,Charleston Southern,-2.19,-4.33,70.9,108.0,0.517,2012,-6.74,-1.62,64.4,95.3,0.452,4.550000000000001,-2.71,6.5,12.700000000000003,0.065
396,Charlotte,0.99,2.86,68.8,96.6,0.469,2012,-6.99,-3.54,69.5,100.5,0.479,7.98,6.4,-0.7000000000000028,-3.9000000000000057,-0.010000000000000009
397,Chattanooga,-6.99,-3.54,69.5,100.5,0.479,2012,0.99,2.86,68.8,96.6,0.469,-7.98,-6.4,0.7000000000000028,3.9000000000000057,0.010000000000000009
398,Chicago State,-19.3,-3.13,71.5,87.5,0.442,2012,12.93,6.28,64.1,104.9,0.48,-32.230000000000004,-9.41,7.400000000000006,-17.400000000000006,-0.03799999999999998
399,Cincinnati,12.93,6.28,64.1,104.9,0.48,2012,-19.3,-3.13,71.5,87.5,0.442,32.230000000000004,9.41,-7.400000000000006,17.400000000000006,0.03799999999999998
400,Citadel,-14.49,-3.67,66.1,95.5,0.488,2012,7.31,3.41,63.3,101.2,0.483,-21.8,-7.08,2.799999999999997,-5.700000000000003,0.0050000000000000044
401,Clemson,7.31,3.41,63.3,101.2,0.483,2012,-14.49,-3.67,66.1,95.5,0.488,21.8,7.08,-2.799999999999997,5.700000000000003,-0.0050000000000000044
402,Cleveland State,5.27,0.12,64.3,102.7,0.508,2012,-2.64,-4.56,66.8,107.7,0.529,7.91,4.68,-2.5,-5.0,-0.02100000000000002
403,Coastal Carolina,-2.64,-4.56,66.8,107.7,0.529,2012,5.27,0.12,64.3,102.7,0.508,-7.91,-4.68,2.5,5.0,0.02100000000000002
404,Colgate,-14.91,-4.38,65.7,95.3,0.495,2012,-0.16,-2.54,68.4,101.8,0.495,-14.75,-1.8399999999999999,-2.700000000000003,-6.5,0.0
405,College of Charleston,-0.16,-2.54,68.4,101.8,0.495,2012,-14.91,-4.38,65.7,95.3,0.495,14.75,1.8399999999999999,2.700000000000003,6.5,0.0
406,Colorado State,6.58,5.23,64.5,107.4,0.53,2012,7.91,5.73,66.0,101.9,0.499,-1.33,-0.5,-1.5,5.5,0.031000000000000028
407,Colorado,7.91,5.73,66.0,101.9,0.499,2012,6.58,5.23,64.5,107.4,0.53,1.33,0.5,1.5,-5.5,-0.031000000000000028
408,Columbia,-2.9,-3.18,63.5,101.8,0.497,2012,12.27,8.07,64.1,106.0,0.5,-15.17,-11.25,-0.5999999999999943,-4.200000000000003,-0.0030000000000000027
409,Connecticut,12.27,8.07,64.1,106.0,0.5,2012,-2.9,-3.18,63.5,101.8,0.497,15.17,11.25,0.5999999999999943,4.200000000000003,0.0030000000000000027
410,Coppin State,-9.07,-5.96,69.5,105.7,0.515,2012,-4.05,-0.98,67.7,95.0,0.477,-5.0200000000000005,-4.98,1.7999999999999972,10.700000000000003,0.038000000000000034
411,Cornell,-4.05,-0.98,67.7,95.0,0.477,2012,-9.07,-5.96,69.5,105.7,0.515,5.0200000000000005,4.98,-1.7999999999999972,-10.700000000000003,-0.038000000000000034
412,Creighton,12.92,3.41,67.3,116.9,0.578,2012,-10.07,-3.56,63.4,90.4,0.445,22.990000000000002,6.970000000000001,3.8999999999999986,26.5,0.13299999999999995
413,Dartmouth,-10.07,-3.56,63.4,90.4,0.445,2012,12.92,3.41,67.3,116.9,0.578,-22.990000000000002,-6.970000000000001,-3.8999999999999986,-26.5,-0.13299999999999995
414,Davidson,7.26,-1.68,68.8,112.4,0.511,2012,8.48,4.3,65.0,108.7,0.507,-1.2200000000000006,-5.9799999999999995,3.799999999999997,3.700000000000003,0.0040000000000000036
415,Dayton,8.48,4.3,65.0,108.7,0.507,2012,7.26,-1.68,68.8,112.4,0.511,1.2200000000000006,5.9799999999999995,-3.799999999999997,-3.700000000000003,-0.0040000000000000036
416,Delaware State,-8.07,-6.78,62.1,104.2,0.491,2012,-1.61,-2.18,67.2,100.6,0.475,-6.46,-4.6,-5.100000000000001,3.6000000000000085,0.016000000000000014
417,Delaware,-1.61,-2.18,67.2,100.6,0.475,2012,-8.07,-6.78,62.1,104.2,0.491,6.46,4.6,5.100000000000001,-3.6000000000000085,-0.016000000000000014
418,Denver,6.14,-1.47,61.3,109.8,0.573,2012,1.99,4.57,71.8,102.9,0.495,4.1499999999999995,-6.04,-10.5,6.8999999999999915,0.07799999999999996
419,DePaul,1.99,4.57,71.8,102.9,0.495,2012,6.14,-1.47,61.3,109.8,0.573,-4.1499999999999995,6.04,10.5,-6.8999999999999915,-0.07799999999999996
420,Detroit Mercy,2.4,-0.01,67.1,107.1,0.491,2012,2.44,2.96,67.0,98.5,0.498,-0.040000000000000036,-2.9699999999999998,0.09999999999999432,8.599999999999994,-0.007000000000000006
421,Drake,2.44,2.96,67.0,98.5,0.498,2012,2.4,-0.01,67.1,107.1,0.491,0.040000000000000036,2.9699999999999998,-0.09999999999999432,-8.599999999999994,0.007000000000000006
422,Drexel,7.37,-1.8,60.9,107.2,0.501,2012,17.05,8.4,68.3,112.3,0.528,-9.68,-10.200000000000001,-7.399999999999999,-5.099999999999994,-0.027000000000000024
423,Duke,17.05,8.4,68.3,112.3,0.528,2012,7.37,-1.8,60.9,107.2,0.501,9.68,10.200000000000001,7.399999999999999,5.099999999999994,0.027000000000000024
424,Duquesne,4.09,3.96,69.2,104.5,0.507,2012,2.42,2.53,66.8,102.3,0.505,1.67,1.4300000000000002,2.4000000000000057,2.200000000000003,0.0020000000000000018
425,East Carolina,2.42,2.53,66.8,102.3,0.505,2012,4.09,3.96,69.2,104.5,0.507,-1.67,-1.4300000000000002,-2.4000000000000057,-2.200000000000003,-0.0020000000000000018
426,East Tennessee State,-0.41,-1.78,66.7,101.5,0.477,2012,-11.48,-6.48,64.2,100.5,0.482,11.07,4.7,2.5,1.0,-0.0050000000000000044
427,Eastern Illinois,-11.48,-6.48,64.2,100.5,0.482,2012,-0.41,-1.78,66.7,101.5,0.477,-11.07,-4.7,-2.5,-1.0,0.0050000000000000044
428,Eastern Kentucky,-8.47,-5.93,62.8,104.0,0.501,2012,-7.9,-1.68,59.5,88.8,0.424,-0.5700000000000003,-4.25,3.299999999999997,15.200000000000003,0.07700000000000001
429,Eastern Michigan,-7.9,-1.68,59.5,88.8,0.424,2012,-8.47,-5.93,62.8,104.0,0.501,0.5700000000000003,4.25,-3.299999999999997,-15.200000000000003,-0.07700000000000001
430,Eastern Washington,-3.87,-3.23,69.1,104.7,0.486,2012,-7.41,-3.03,70.5,98.3,0.486,3.54,-0.20000000000000018,-1.4000000000000057,6.400000000000006,0.0
431,Elon,-7.41,-3.03,70.5,98.3,0.486,2012,-3.87,-3.23,69.1,104.7,0.486,-3.54,0.20000000000000018,1.4000000000000057,-6.400000000000006,0.0
432,Evansville,3.46,3.56,67.4,106.1,0.512,2012,2.94,-1.34,65.2,100.2,0.506,0.52,4.9,2.200000000000003,5.8999999999999915,0.006000000000000005
433,Fairfield,2.94,-1.34,65.2,100.2,0.506,2012,3.46,3.56,67.4,106.1,0.512,-0.52,-4.9,-2.200000000000003,-5.8999999999999915,-0.006000000000000005
434,Fairleigh Dickinson,-16.99,-5.06,68.2,89.0,0.447,2012,-15.58,-6.29,70.0,93.5,0.451,-1.4099999999999984,1.2300000000000004,-1.7999999999999972,-4.5,-0.0040000000000000036
435,Florida A&M,-15.58,-6.29,70.0,93.5,0.451,2012,-16.99,-5.06,68.2,89.0,0.447,1.4099999999999984,-1.2300000000000004,1.7999999999999972,4.5,0.0040000000000000036
436,Florida Atlantic,-2.58,0.77,64.8,99.2,0.473,2012,-2.41,-1.96,68.5,104.4,0.525,-0.16999999999999993,2.73,-3.700000000000003,-5.200000000000003,-0.052000000000000046
437,Florida Gulf Coast,-2.41,-1.96,68.5,104.4,0.525,2012,-2.58,0.77,64.8,99.2,0.473,0.16999999999999993,-2.73,3.700000000000003,5.200000000000003,0.052000000000000046
438,Florida International,-5.07,-1.1,64.4,97.0,0.466,2012,14.53,7.62,67.3,102.3,0.512,-19.6,-8.72,-2.8999999999999915,-5.299999999999997,-0.045999999999999985
439,Florida State,14.53,7.62,67.3,102.3,0.512,2012,-5.07,-1.1,64.4,97.0,0.466,19.6,8.72,2.8999999999999915,5.299999999999997,0.045999999999999985
440,Florida,18.25,7.33,65.1,115.4,0.548,2012,-7.63,1.92,67.5,91.4,0.423,25.88,5.41,-2.4000000000000057,24.0,0.12500000000000006
441,Fordham,-7.63,1.92,67.5,91.4,0.423,2012,18.25,7.33,65.1,115.4,0.548,-25.88,-5.41,2.4000000000000057,-24.0,-0.12500000000000006
442,Fresno State,-0.91,0.77,63.1,101.5,0.463,2012,-6.04,-3.9,64.6,100.2,0.478,5.13,4.67,-1.499999999999993,1.2999999999999972,-0.014999999999999958
443,Furman,-6.04,-3.9,64.6,100.2,0.478,2012,-0.91,0.77,63.1,101.5,0.463,-5.13,-4.67,1.499999999999993,-1.2999999999999972,0.014999999999999958
444,Gardner-Webb,-7.99,-4.82,66.0,98.3,0.468,2012,3.81,-1.67,67.6,102.5,0.507,-11.8,-3.1500000000000004,-1.5999999999999943,-4.200000000000003,-0.03899999999999998
445,George Mason,3.81,-1.67,67.6,102.5,0.507,2012,-7.99,-4.82,66.0,98.3,0.468,11.8,3.1500000000000004,1.5999999999999943,4.200000000000003,0.03899999999999998
446,George Washington,-0.63,4.15,64.0,96.8,0.462,2012,16.81,7.69,63.3,107.4,0.519,-17.439999999999998,-3.54,0.7000000000000028,-10.600000000000009,-0.056999999999999995
447,Georgetown,16.81,7.69,63.3,107.4,0.519,2012,-0.63,4.15,64.0,96.8,0.462,17.439999999999998,3.54,-0.7000000000000028,10.600000000000009,0.056999999999999995
448,Georgia Southern,-6.7,-3.78,66.7,98.8,0.516,2012,5.69,-2.99,65.2,102.2,0.481,-12.39,-0.7899999999999996,1.5,-3.4000000000000057,0.03500000000000003
449,Georgia State,5.69,-2.99,65.2,102.2,0.481,2012,-6.7,-3.78,66.7,98.8,0.516,12.39,0.7899999999999996,-1.5,3.4000000000000057,-0.03500000000000003
450,Georgia Tech,1.74,4.13,63.2,94.8,0.475,2012,5.92,7.95,61.4,98.0,0.453,-4.18,-3.8200000000000003,1.8000000000000043,-3.200000000000003,0.021999999999999964
451,Georgia,5.92,7.95,61.4,98.0,0.453,2012,1.74,4.13,63.2,94.8,0.475,4.18,3.8200000000000003,-1.8000000000000043,3.200000000000003,-0.021999999999999964
452,Gonzaga,13.86,3.25,66.4,110.7,0.535,2012,-26.82,-9.39,66.5,80.9,0.398,40.68,12.64,-0.09999999999999432,29.799999999999997,0.137
453,Grambling,-26.82,-9.39,66.5,80.9,0.398,2012,13.86,3.25,66.4,110.7,0.535,-40.68,-12.64,0.09999999999999432,-29.799999999999997,-0.137
454,Green Bay,-2.32,1.04,65.6,97.9,0.473,2012,-10.08,-7.93,67.9,94.5,0.452,7.76,8.969999999999999,-2.3000000000000114,3.4000000000000057,0.020999999999999963
455,Hampton,-10.08,-7.93,67.9,94.5,0.452,2012,-2.32,1.04,65.6,97.9,0.473,-7.76,-8.969999999999999,2.3000000000000114,-3.4000000000000057,-0.020999999999999963
456,Hartford,-13.41,-6.19,65.6,90.0,0.486,2012,7.84,-1.56,60.9,107.3,0.529,-21.25,-4.630000000000001,4.699999999999996,-17.299999999999997,-0.04300000000000004
457,Harvard,7.84,-1.56,60.9,107.3,0.529,2012,-13.41,-6.19,65.6,90.0,0.486,21.25,4.630000000000001,-4.699999999999996,17.299999999999997,0.04300000000000004
458,Hawaii,-2.79,-0.52,70.7,102.9,0.506,2012,-5.92,-4.13,65.1,107.4,0.517,3.13,3.61,5.6000000000000085,-4.5,-0.01100000000000001
459,High Point,-5.92,-4.13,65.1,107.4,0.517,2012,-2.79,-0.52,70.7,102.9,0.506,-3.13,-3.61,-5.6000000000000085,4.5,0.01100000000000001
460,Hofstra,-2.98,-1.1,66.9,97.7,0.449,2012,-6.02,-4.23,66.1,98.3,0.483,3.0399999999999996,3.1300000000000003,0.8000000000000114,-0.5999999999999943,-0.033999999999999975
461,Holy Cross,-6.02,-4.23,66.1,98.3,0.483,2012,-2.98,-1.1,66.9,97.7,0.449,-3.0399999999999996,-3.1300000000000003,-0.8000000000000114,0.5999999999999943,0.033999999999999975
462,Houston Baptist,-16.07,-6.1,74.4,98.0,0.464,2012,0.04,0.21,67.7,104.7,0.512,-16.11,-6.31,6.700000000000003,-6.700000000000003,-0.04799999999999999
463,Houston,0.04,0.21,67.7,104.7,0.512,2012,-16.07,-6.1,74.4,98.0,0.464,16.11,6.31,-6.700000000000003,6.700000000000003,0.04799999999999999
464,Howard,-14.59,-4.16,67.8,89.1,0.427,2012,-11.05,-2.77,65.9,97.7,0.479,-3.539999999999999,-1.3900000000000001,1.8999999999999915,-8.600000000000009,-0.05199999999999999
465,Idaho State,-11.05,-2.77,65.9,97.7,0.479,2012,-14.59,-4.16,67.8,89.1,0.427,3.539999999999999,1.3900000000000001,-1.8999999999999915,8.600000000000009,0.05199999999999999
466,Idaho,0.77,-0.43,64.3,107.5,0.54,2012,-9.16,-1.3,64.1,94.2,0.455,9.93,0.8700000000000001,0.20000000000000284,13.299999999999997,0.08500000000000002
467,Illinois-Chicago,-9.16,-1.3,64.1,94.2,0.455,2012,0.77,-0.43,64.3,107.5,0.54,-9.93,-0.8700000000000001,-0.20000000000000284,-13.299999999999997,-0.08500000000000002
468,Illinois State,6.33,2.64,64.4,106.2,0.52,2012,9.33,7.99,64.5,100.5,0.494,-3.0,-5.35,-0.09999999999999432,5.700000000000003,0.026000000000000023
469,Illinois,9.33,7.99,64.5,100.5,0.494,2012,6.33,2.64,64.4,106.2,0.52,3.0,5.35,0.09999999999999432,-5.700000000000003,-0.026000000000000023
470,Indiana State,2.08,3.08,64.4,98.6,0.478,2012,18.63,7.8,66.9,115.5,0.552,-16.549999999999997,-4.72,-2.5,-16.900000000000006,-0.07400000000000007
471,Indiana,18.63,7.8,66.9,115.5,0.552,2012,2.08,3.08,64.4,98.6,0.478,16.549999999999997,4.72,2.5,16.900000000000006,0.07400000000000007
472,Iona,8.36,-1.82,71.4,114.8,0.565,2012,13.32,7.32,67.5,108.5,0.526,-4.960000000000001,-9.14,3.9000000000000057,6.299999999999997,0.038999999999999924
473,Iowa State,13.32,7.32,67.5,108.5,0.526,2012,8.36,-1.82,71.4,114.8,0.565,4.960000000000001,9.14,-3.9000000000000057,-6.299999999999997,-0.038999999999999924
474,Iowa,7.04,6.53,68.2,107.0,0.505,2012,-8.79,-2.05,69.7,100.1,0.5,15.829999999999998,8.58,-1.5,6.900000000000006,0.0050000000000000044
475,Purdue-Fort Wayne,-8.79,-2.05,69.7,100.1,0.5,2012,7.04,6.53,68.2,107.0,0.505,-15.829999999999998,-8.58,1.5,-6.900000000000006,-0.0050000000000000044
476,IUPUI,-3.85,-1.75,66.4,107.8,0.493,2012,-17.5,-7.0,63.3,87.2,0.422,13.65,5.25,3.1000000000000085,20.599999999999994,0.07100000000000001
477,Jackson State,-17.5,-7.0,63.3,87.2,0.422,2012,-3.85,-1.75,66.4,107.8,0.493,-13.65,-5.25,-3.1000000000000085,-20.599999999999994,-0.07100000000000001
478,Jacksonville State,-4.86,-5.23,65.1,99.0,0.466,2012,-7.3,0.1,66.8,96.5,0.463,2.4399999999999995,-5.33,-1.7000000000000028,2.5,0.0030000000000000027
479,Jacksonville,-7.3,0.1,66.8,96.5,0.463,2012,-4.86,-5.23,65.1,99.0,0.466,-2.4399999999999995,5.33,1.7000000000000028,-2.5,-0.0030000000000000027
480,James Madison,-5.86,-2.11,66.2,99.1,0.492,2012,14.47,7.53,67.0,104.8,0.489,-20.330000000000002,-9.64,-0.7999999999999972,-5.700000000000003,0.0030000000000000027
481,Kansas State,14.47,7.53,67.0,104.8,0.489,2012,-5.86,-2.11,66.2,99.1,0.492,20.330000000000002,9.64,0.7999999999999972,5.700000000000003,-0.0030000000000000027
482,Kansas,21.72,9.93,67.3,108.8,0.523,2012,-15.02,-0.49,64.4,94.3,0.477,36.739999999999995,10.42,2.8999999999999915,14.5,0.04600000000000004
483,Kennesaw State,-15.02,-0.49,64.4,94.3,0.477,2012,21.72,9.93,67.3,108.8,0.523,-36.739999999999995,-10.42,-2.8999999999999915,-14.5,-0.04600000000000004
484,Kent State,2.77,-0.95,67.6,103.6,0.507,2012,24.73,7.93,66.4,116.5,0.538,-21.96,-8.879999999999999,1.1999999999999886,-12.900000000000006,-0.031000000000000028
485,Kentucky,24.73,7.93,66.4,116.5,0.538,2012,2.77,-0.95,67.6,103.6,0.507,21.96,8.879999999999999,-1.1999999999999886,12.900000000000006,0.031000000000000028
486,La Salle,8.56,1.83,68.6,105.4,0.532,2012,-7.2,-4.01,66.5,104.8,0.524,15.760000000000002,5.84,2.0999999999999943,0.6000000000000085,0.008000000000000007
487,Lafayette,-7.2,-4.01,66.5,104.8,0.524,2012,8.56,1.83,68.6,105.4,0.532,-15.760000000000002,-5.84,-2.0999999999999943,-0.6000000000000085,-0.008000000000000007
488,Lamar,2.41,-3.77,68.7,106.6,0.469,2012,4.27,-5.14,68.1,110.3,0.507,-1.8599999999999994,1.3699999999999997,0.6000000000000085,-3.700000000000003,-0.038000000000000034
489,Lehigh,4.27,-5.14,68.1,110.3,0.507,2012,2.41,-3.77,68.7,106.6,0.469,1.8599999999999994,-1.3699999999999997,-0.6000000000000085,3.700000000000003,0.038000000000000034
490,Liberty,-9.67,-4.81,66.4,103.2,0.488,2012,-4.7,-1.23,71.1,100.1,0.496,-4.97,-3.5799999999999996,-4.699999999999989,3.1000000000000085,-0.008000000000000007
491,Lipscomb,-4.7,-1.23,71.1,100.1,0.496,2012,-9.67,-4.81,66.4,103.2,0.488,4.97,3.5799999999999996,4.699999999999989,-3.1000000000000085,0.008000000000000007
492,Cal State Long Beach,9.52,0.87,67.2,109.1,0.527,2012,-1.34,-5.1,74.8,108.5,0.532,10.86,5.97,-7.599999999999994,0.5999999999999943,-0.0050000000000000044
493,Long Island University,-1.34,-5.1,74.8,108.5,0.532,2012,9.52,0.87,67.2,109.1,0.527,-10.86,-5.97,7.599999999999994,-0.5999999999999943,0.0050000000000000044
494,Longwood,-20.47,-5.99,73.1,100.0,0.503,2012,-3.25,-2.28,70.0,95.9,0.477,-17.22,-3.7100000000000004,3.0999999999999943,4.099999999999994,0.026000000000000023
495,Louisiana,-3.25,-2.28,70.0,95.9,0.477,2012,-20.47,-5.99,73.1,100.0,0.503,17.22,3.7100000000000004,-3.0999999999999943,-4.099999999999994,-0.026000000000000023
496,Louisiana-Monroe,-12.56,-0.95,64.5,93.2,0.47,2012,6.66,5.51,66.2,97.3,0.451,-19.22,-6.46,-1.7000000000000028,-4.099999999999994,0.01899999999999996
497,Louisiana State,6.66,5.51,66.2,97.3,0.451,2012,-12.56,-0.95,64.5,93.2,0.47,19.22,6.46,1.7000000000000028,4.099999999999994,-0.01899999999999996
498,Louisiana Tech,-2.65,-1.19,68.2,100.2,0.486,2012,16.19,9.02,67.0,100.5,0.473,-18.84,-10.209999999999999,1.2000000000000028,-0.29999999999999716,0.013000000000000012
499,Louisville,16.19,9.02,67.0,100.5,0.473,2012,-2.65,-1.19,68.2,100.2,0.486,18.84,10.209999999999999,-1.2000000000000028,0.29999999999999716,-0.013000000000000012
500,Loyola (IL),-8.43,-1.77,60.5,93.5,0.462,2012,2.2,1.17,67.9,102.5,0.483,-10.629999999999999,-2.94,-7.400000000000006,-9.0,-0.020999999999999963
501,Loyola Marymount,2.2,1.17,67.9,102.5,0.483,2012,-8.43,-1.77,60.5,93.5,0.462,10.629999999999999,2.94,7.400000000000006,9.0,0.020999999999999963
502,Loyola (MD),0.37,-2.72,65.3,103.1,0.472,2012,-8.57,-6.54,66.8,101.3,0.492,8.94,3.82,-1.5,1.7999999999999972,-0.020000000000000018
503,Maine,-8.57,-6.54,66.8,101.3,0.492,2012,0.37,-2.72,65.3,103.1,0.472,-8.94,-3.82,1.5,-1.7999999999999972,0.020000000000000018
504,Manhattan,1.46,-4.13,68.3,103.5,0.502,2012,-8.2,-3.29,68.8,98.1,0.475,9.66,-0.8399999999999999,-0.5,5.400000000000006,0.027000000000000024
505,Marist,-8.2,-3.29,68.8,98.1,0.475,2012,1.46,-4.13,68.3,103.5,0.502,-9.66,0.8399999999999999,0.5,-5.400000000000006,-0.027000000000000024
506,Marquette,16.92,7.5,70.7,106.6,0.501,2012,7.0,4.94,65.7,105.7,0.486,9.920000000000002,2.5599999999999996,5.0,0.8999999999999915,0.015000000000000013
507,Marshall,7.0,4.94,65.7,105.7,0.486,2012,16.92,7.5,70.7,106.6,0.501,-9.920000000000002,-2.5599999999999996,-5.0,-0.8999999999999915,-0.015000000000000013
508,Maryland-Baltimore County,-19.85,-6.02,68.9,90.7,0.435,2012,-16.79,-4.72,68.0,86.8,0.425,-3.0600000000000023,-1.2999999999999998,0.9000000000000057,3.9000000000000057,0.010000000000000009
